toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_b1_A,dthe_b1_B,dpe_b1_A,dpe_b1_B,dthp,dpp_b1_A,dpp_b1_B
258,True,Optimization terminated successfully.,2008,3112,433.4500,0,1,-0.0407,-0.3950,-0.4571,-0.0771,1.1855,-1.5024,1.0776
259,True,Optimization terminated successfully.,1872,2902,463.4074,0,1,-0.0343,-0.4603,-0.4632,0.0292,1.1712,-1.4998,0.9318
260,True,Optimization terminated successfully.,1679,2585,455.3386,0,1,0.1101,-0.1958,-0.7065,-0.5163,0.8226,-0.6832,1.7425
261,True,Optimization terminated successfully.,1852,2847,421.4180,0,1,0.0066,-0.3697,-0.5379,-0.1827,1.0593,-1.2516,1.2545
262,True,Optimization terminated successfully.,1649,2546,441.6605,0,1,-0.0897,-0.4492,-0.3845,-0.0057,1.2724,-1.7781,0.9948
263,True,Optimization terminated successfully.,1821,2826,337.8307,0,1,0.0081,-0.3303,-0.5439,-0.2556,1.0509,-1.2296,1.3379
264,True,Optimization terminated successfully.,1626,2552,445.5148,0,1,0.0886,-0.2412,-0.6720,-0.4821,0.8537,-0.8022,1.6448
265,True,Optimization terminated successfully.,1681,2616,509.9069,0,1,-0.1106,-0.5714,-0.3349,0.2300,1.3680,-1.9202,0.5924
266,True,Optimization terminated successfully.,2115,3259,430.6699,0,1,0.0055,-0.4804,-0.5288,0.0110,1.0813,-1.2713,0.8687
267,True,Optimization terminated successfully.,1783,2801,425.3557,0,1,-0.0638,-0.4200,-0.4233,-0.0531,1.2039,-1.6436,1.0574
268,True,Optimization terminated successfully.,1830,2839,436.8700,0,1,-0.0421,-0.3636,-0.4441,-0.0690,1.2200,-1.5440,1.0806
269,True,Optimization terminated successfully.,1441,2238,405.1458,0,1,-0.1226,-0.6409,-0.3190,0.3949,1.3929,-1.9834,0.2968
270,True,Optimization terminated successfully.,1806,2783,426.0434,0,1,-0.0869,-0.4488,-0.3828,0.0416,1.2654,-1.7868,0.8991
271,True,Optimization terminated successfully.,1944,3049,448.2031,0,1,0.3708,0.2734,-1.1270,-1.4895,0.2093,0.7175,3.2518
272,True,Optimization terminated successfully.,1818,2825,459.8009,0,1,-0.1585,-0.5734,-0.2615,0.3114,1.4650,-2.1668,0.5227
273,True,Optimization terminated successfully.,1902,2903,395.3513,0,1,-0.0915,-0.5155,-0.3865,0.1491,1.2401,-1.7599,0.7023
274,True,Optimization terminated successfully.,1636,2532,450.0688,0,1,0.0221,-0.3402,-0.5457,-0.2523,1.0400,-1.2284,1.3865
275,True,Optimization terminated successfully.,2098,3208,412.1059,1,0,-0.8095,-1.8084,0.7827,2.7077,2.9227,-5.6946,-3.3069
276,True,Optimization terminated successfully.,1666,2594,419.2340,0,1,-0.1751,-0.5959,-0.2435,0.3779,1.4714,-2.2405,0.3827
277,True,Optimization terminated successfully.,2059,3151,444.4293,0,1,-0.1504,-0.5718,-0.2769,0.2979,1.4289,-2.1349,0.4926
278,True,Optimization terminated successfully.,1853,2877,445.0724,0,1,-0.0425,-0.4630,-0.4512,0.0229,1.2249,-1.5490,0.9291
279,True,Optimization terminated successfully.,1810,2798,515.1806,0,1,0.0071,-0.3683,-0.5367,-0.1900,1.0913,-1.2486,1.2457
280,True,Optimization terminated successfully.,1868,2908,321.0197,0,1,-0.0022,-0.3440,-0.5312,-0.2286,1.0635,-1.2877,1.3457
281,True,Optimization terminated successfully.,1655,2574,513.0665,0,1,-0.1272,-0.6313,-0.3223,0.3392,1.3758,-1.9748,0.4277
282,True,Optimization terminated successfully.,1857,2867,433.8706,0,1,-0.0390,-0.4133,-0.4636,-0.0885,1.1618,-1.5051,1.0571
283,True,Optimization terminated successfully.,1954,3026,456.0585,0,1,-0.0177,-0.4117,-0.4898,-0.0442,1.1567,-1.4198,1.0490
284,True,Optimization terminated successfully.,1952,3006,469.7606,0,1,-0.1498,-0.6722,-0.2821,0.3782,1.4346,-2.1175,0.3239
285,True,Optimization terminated successfully.,1702,2622,456.0725,0,1,0.0371,-0.4073,-0.5846,-0.1509,1.0212,-1.0898,1.1196
286,True,Optimization terminated successfully.,1944,2997,444.2630,0,1,-0.0823,-0.4871,-0.4051,0.0376,1.2291,-1.7035,0.8823
287,True,Optimization terminated successfully.,1723,2683,470.3391,1,0,0.9440,1.3212,-2.0632,-3.5361,-1.1281,3.8628,6.4821
288,True,Optimization terminated successfully.,1906,2950,459.5412,0,1,0.1461,-0.1555,-0.7584,-0.6324,0.7521,-0.5072,1.9206
289,True,Optimization terminated successfully.,1192,1896,469.5751,0,1,-0.1421,-0.5832,-0.2864,0.3311,1.4417,-2.1003,0.4505
290,True,Optimization terminated successfully.,1866,2900,378.5836,0,1,-0.0056,-0.3853,-0.5261,-0.1596,1.0819,-1.3015,1.1831
291,True,Optimization terminated successfully.,1832,2862,443.6913,0,1,-0.0743,-0.4777,-0.4039,0.0768,1.2774,-1.7101,0.8018
292,True,Optimization terminated successfully.,2071,3194,409.8256,0,1,-0.0183,-0.3724,-0.4918,-0.1775,1.0862,-1.4075,1.2177
293,True,Optimization terminated successfully.,1637,2531,434.4591,0,1,-0.3784,-1.0343,0.0897,1.1752,1.9516,-3.3588,-0.9096
294,True,Optimization terminated successfully.,1756,2710,440.2211,0,1,0.1973,-0.0476,-0.8567,-0.8397,0.5867,-0.1748,2.2268
295,True,Optimization terminated successfully.,1946,3028,422.9485,1,0,-0.6842,-1.4760,0.5889,2.1391,2.6623,-5.0412,-2.3421
296,True,Optimization terminated successfully.,1824,2831,450.3234,0,1,-0.0930,-0.6224,-0.3639,0.3012,1.3379,-1.8157,0.4632
297,True,Optimization terminated successfully.,1887,2908,459.9431,0,1,0.0200,-0.3711,-0.5613,-0.2078,1.0269,-1.1667,1.2650
298,True,Optimization terminated successfully.,1679,2626,424.4584,0,1,0.0121,-0.3763,-0.5448,-0.1922,1.0740,-1.2144,1.2371
299,True,Optimization terminated successfully.,1591,2473,435.1831,0,1,0.0146,-0.2639,-0.5490,-0.2890,1.0581,-1.2111,1.4068
300,True,Optimization terminated successfully.,1878,2865,415.2049,0,1,-0.3264,-0.9002,0.0054,0.8986,1.8372,-3.0996,-0.4416
301,True,Optimization terminated successfully.,1881,2919,442.1197,0,1,-0.1640,-0.6809,-0.2539,0.4141,1.4646,-2.1970,0.3036
302,True,Optimization terminated successfully.,1811,2805,416.4907,0,1,-0.2466,-0.7711,-0.1204,0.6413,1.6654,-2.6489,-0.0655
303,True,Optimization terminated successfully.,1718,2646,407.6705,0,1,-0.0146,-0.3693,-0.5107,-0.1872,1.0840,-1.3372,1.2116
304,True,Optimization terminated successfully.,1504,2357,445.0732,0,1,-0.0742,-0.4915,-0.4063,0.0589,1.2737,-1.7063,0.8449
305,True,Optimization terminated successfully.,1874,2922,472.0560,0,1,0.3454,0.1957,-1.0914,-1.3300,0.2684,0.6002,3.0204
306,True,Optimization terminated successfully.,1895,2938,380.0723,0,1,-0.1280,-0.5458,-0.3309,0.1605,1.3166,-1.9522,0.6649
307,True,Optimization terminated successfully.,1840,2844,490.5193,0,1,-0.2636,-0.8427,-0.0909,0.7305,1.6970,-2.7412,-0.1922
308,True,Optimization terminated successfully.,1907,2948,469.9424,0,1,-0.0369,-0.3820,-0.4622,-0.0889,1.1934,-1.5061,1.1115
309,True,Optimization terminated successfully.,1750,2696,501.0860,0,1,-0.1427,-0.5776,-0.2937,0.2730,1.3908,-2.0666,0.5182
310,True,Optimization terminated successfully.,1621,2539,396.4742,0,1,-0.1784,-0.6640,-0.2266,0.4688,1.5160,-2.2932,0.2389
311,True,Optimization terminated successfully.,1548,2397,407.9349,0,1,-0.1034,-0.6022,-0.3600,0.2944,1.3156,-1.8551,0.5021
312,True,Optimization terminated successfully.,1868,2867,428.2860,0,1,-0.0386,-0.4532,-0.4544,-0.0035,1.2071,-1.5200,0.9580
313,True,Optimization terminated successfully.,1922,2955,380.4173,0,1,-0.0346,-0.4744,-0.4669,0.0271,1.1688,-1.4786,0.9243
314,True,Optimization terminated successfully.,1876,2883,416.1829,0,1,-0.2040,-0.6621,-0.1864,0.5176,1.5546,-2.4228,0.1945
315,True,Optimization terminated successfully.,1821,2852,403.1402,1,0,-4.3298,-7.9259,6.5368,14.9783,11.1005,-25.0347,-22.4445
316,True,Optimization terminated successfully.,1652,2534,418.0962,0,1,-0.2715,-0.8023,-0.0731,0.6789,1.6981,-2.8265,-0.1417
317,True,Optimization terminated successfully.,1991,3063,383.6443,0,1,-0.1334,-0.6421,-0.3002,0.3707,1.4322,-2.0251,0.3809
318,True,Optimization terminated successfully.,1655,2592,393.4442,0,1,-0.1007,-0.6114,-0.3534,0.2750,1.3373,-1.8634,0.4924
319,True,Optimization terminated successfully.,1908,2971,476.9836,0,1,0.0266,-0.2564,-0.5783,-0.3551,0.9827,-1.1326,1.4733
320,True,Optimization terminated successfully.,1747,2716,415.1597,0,1,-0.0772,-0.4337,-0.3911,0.0196,1.2658,-1.7424,0.9244
321,True,Optimization terminated successfully.,1782,2755,460.3044,0,1,-0.1194,-0.6008,-0.3286,0.2881,1.3876,-1.9532,0.4687
322,True,Optimization terminated successfully.,1831,2811,490.2752,0,1,-0.0466,-0.4429,-0.4554,-0.0617,1.1708,-1.5377,1.0115
323,True,Optimization terminated successfully.,1830,2825,478.1675,0,1,-0.0353,-0.4133,-0.4705,-0.0824,1.1464,-1.4660,1.0591
324,True,Optimization terminated successfully.,1960,3067,384.2890,0,1,-0.0107,-0.3808,-0.5091,-0.1207,1.1100,-1.3571,1.1317
325,True,Optimization terminated successfully.,1719,2670,416.9479,0,1,-0.1355,-0.6599,-0.2981,0.3556,1.3776,-2.0608,0.3622
326,True,Optimization terminated successfully.,1730,2680,477.4894,0,1,-0.0688,-0.4868,-0.4115,0.0452,1.2312,-1.6853,0.8376
327,True,Optimization terminated successfully.,1617,2548,456.9272,0,1,0.0088,-0.4036,-0.5440,-0.1846,1.0434,-1.2262,1.2327
328,True,Optimization terminated successfully.,1945,3007,453.9729,0,1,0.0585,-0.2030,-0.6254,-0.4619,0.9487,-0.9615,1.6706
329,True,Optimization terminated successfully.,1746,2703,407.5323,0,1,-0.0421,-0.3330,-0.4577,-0.1672,1.1279,-1.5324,1.2042
330,True,Optimization terminated successfully.,2021,3115,426.4716,0,1,-0.1444,-0.6549,-0.2918,0.3272,1.4139,-2.0900,0.4245
331,True,Optimization terminated successfully.,1692,2598,433.0382,0,1,-0.1950,-0.6162,-0.2018,0.3872,1.5367,-2.3735,0.3813
332,True,Optimization terminated successfully.,1857,2862,419.8205,0,1,0.0675,-0.2788,-0.6378,-0.3516,0.9078,-0.9132,1.4912
333,True,Optimization terminated successfully.,1895,2933,489.1808,0,1,-0.0545,-0.4895,-0.4453,0.0320,1.1642,-1.5807,0.8811
334,True,Optimization terminated successfully.,1738,2675,416.2521,0,1,-0.0640,-0.4411,-0.4226,-0.0042,1.2165,-1.6401,0.9348
335,True,Optimization terminated successfully.,1928,2982,530.6020,0,1,-0.1260,-0.5801,-0.3121,0.2445,1.4132,-2.0107,0.5778
336,True,Optimization terminated successfully.,1745,2704,495.0700,0,1,-0.0664,-0.5265,-0.4171,0.1608,1.2514,-1.6820,0.7186
337,True,Optimization terminated successfully.,1762,2778,400.1185,0,1,-0.0317,-0.3675,-0.4731,-0.1212,1.1544,-1.4659,1.1176
338,True,Optimization terminated successfully.,1834,2851,362.7268,0,1,-0.4571,-1.1496,0.2204,1.3584,2.1607,-3.7861,-1.1900
339,True,Optimization terminated successfully.,1718,2664,406.1825,0,1,-0.1494,-0.6246,-0.2851,0.3651,1.3984,-2.1002,0.3797
340,True,Optimization terminated successfully.,1949,2995,412.2243,0,1,-0.1573,-0.6503,-0.2631,0.3506,1.4587,-2.1597,0.4138
341,True,Optimization terminated successfully.,1841,2842,470.8971,0,1,-0.0375,-0.3952,-0.4629,-0.0788,1.1830,-1.5123,1.0729
342,True,Optimization terminated successfully.,1956,3013,429.0635,0,1,-0.0883,-0.4564,-0.3878,0.0314,1.2575,-1.7689,0.9490
343,True,Optimization terminated successfully.,2014,3125,385.7197,0,1,-0.1077,-0.6106,-0.3504,0.2660,1.3308,-1.8812,0.5536
344,True,Optimization terminated successfully.,1700,2643,413.4617,0,1,-0.1143,-0.5318,-0.3289,0.2165,1.3806,-1.9383,0.6300
345,True,Optimization terminated successfully.,2045,3165,440.2526,0,1,-0.0299,-0.3865,-0.4689,-0.1083,1.1755,-1.4914,1.0985
346,True,Optimization terminated successfully.,1948,3038,398.9891,0,1,-0.1495,-0.5214,-0.2783,0.2285,1.4188,-2.1145,0.6351
347,True,Optimization terminated successfully.,1954,3012,377.6434,0,1,-0.1854,-0.6003,-0.2225,0.3331,1.4973,-2.3176,0.4350
348,True,Optimization terminated successfully.,1794,2798,407.5318,0,1,0.6234,0.7248,-1.5364,-2.4013,-0.3586,2.0996,4.7039
349,True,Optimization terminated successfully.,1589,2492,392.8681,0,1,0.0285,-0.2050,-0.5821,-0.4116,1.0234,-1.1027,1.5864
350,True,Optimization terminated successfully.,1590,2501,416.7081,0,1,-0.0234,-0.4834,-0.4889,0.0247,1.1381,-1.4161,0.8759
351,True,Optimization terminated successfully.,1832,2836,396.9749,0,1,-0.1748,-0.7039,-0.2387,0.5130,1.5297,-2.2511,0.1622
352,True,Optimization terminated successfully.,1714,2658,440.3588,0,1,-0.1567,-0.6462,-0.2662,0.3898,1.4630,-2.1581,0.3286
353,True,Optimization terminated successfully.,1836,2840,477.8641,0,1,0.0402,-0.3778,-0.5739,-0.1214,1.0271,-1.1175,1.1251
354,True,Optimization terminated successfully.,1588,2461,520.5389,0,1,-0.0320,-0.4643,-0.4731,0.0173,1.1473,-1.4635,0.9150
355,True,Optimization terminated successfully.,1596,2462,402.6308,0,1,-0.0320,-0.4185,-0.4858,-0.0355,1.1395,-1.4218,1.0184
356,True,Optimization terminated successfully.,1745,2685,392.3158,0,1,-0.1158,-0.5625,-0.3342,0.2646,1.3755,-1.9318,0.5455
357,True,Optimization terminated successfully.,1804,2827,422.1020,0,1,0.0027,-0.3904,-0.5378,-0.1117,1.0661,-1.2650,1.1076
358,True,Optimization terminated successfully.,1819,2840,447.5151,0,1,0.0177,-0.3579,-0.5425,-0.2222,1.0746,-1.2282,1.2750
359,True,Optimization terminated successfully.,1677,2619,368.6599,0,1,-0.0680,-0.5127,-0.4076,0.1066,1.2680,-1.6838,0.7939
360,True,Optimization terminated successfully.,1844,2860,378.1862,0,1,-0.0545,-0.4399,-0.4430,-0.0001,1.1883,-1.5618,0.9558
361,True,Optimization terminated successfully.,1870,2866,435.1486,0,1,-0.0618,-0.4870,-0.4255,0.0624,1.2206,-1.6322,0.8321
